,Road type,Road ID,Scenario Length,Vehicle_in_front,vehicle_in_adjcent_lane,vehicle_in_opposite_lane,vehicle_in_front_two_wheeled,vehicle_in_adjacent_two_wheeled,vehicle_in_opposite_two_wheeled,time of day,weather,Number of People,Target Speed,Trees in scenario,Buildings in Scenario,task,f1,f2,f3,f4,f5
1856,1,0,0,0,1,0,0,1,0,1,2,0,4,1,1,0,0.6333043478260869,1.0,1.0,1.0,1.0
1857,0,3,0,0,1,0,1,1,1,2,4,0,4,1,1,0,0.884,1.0,1.0,1.0,1.0
1858,3,0,0,1,0,1,0,0,1,0,5,0,2,1,1,1,0.6301739130434783,1.0,1.0,1.0,0.3387968299711816
1859,2,0,0,0,1,0,0,0,1,1,1,0,2,1,1,0,0.5366086956521738,1.0,1.0,1.0,1.0
1860,1,2,0,1,1,0,1,1,0,0,3,0,3,1,1,0,0.7546086956521739,1.0,1.0,1.0,1.0
1861,2,0,0,1,1,0,1,1,1,1,2,0,4,1,1,0,0.5467826086956522,1.0,1.0,1.0,1.0
1862,1,1,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0.714,1.0,1.0,1.0,1.0
1863,3,0,0,1,1,0,1,0,1,1,0,0,2,1,1,0,0.9841739130434782,1.0,1.0,1.0,0.6712647016117322
1864,3,3,0,1,0,0,1,1,0,0,3,0,2,1,1,0,0.9989565217391304,1.0,1.0,1.0,0.24128440366972487
1865,2,1,0,1,1,0,0,1,1,1,1,1,4,1,1,0,0.6616521739130434,1.0,1.0,1.0,1.0
1866,1,2,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0.7582608695652173,1.0,1.0,1.0,1.0
1867,1,3,0,1,0,0,1,0,0,0,1,1,2,1,1,0,0.6211304347826088,1.0,1.0,1.0,1.0
1868,0,1,0,0,1,1,1,0,0,2,2,1,3,1,1,0,0.9914782608695653,1.0,1.0,1.0,1.0
1869,3,2,0,1,0,1,1,0,0,2,5,0,2,1,1,1,0.9072173913043479,1.0,1.0,1.0,0.3345330214144323
1870,0,0,0,0,1,0,0,0,0,1,1,0,3,1,1,0,0.9851304347826086,1.0,1.0,1.0,1.0
1871,2,0,0,1,1,1,1,0,0,2,6,0,2,1,1,0,0.5467826086956522,1.0,1.0,1.0,1.0
1872,2,0,0,0,1,0,0,1,0,2,5,0,4,1,1,0,0.5467826086956522,1.0,1.0,1.0,1.0
1873,3,3,0,1,1,1,0,0,1,2,2,0,4,1,1,0,0.9993913043478261,1.0,1.0,1.0,0.9581039755351681
1874,1,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0.5766086956521739,1.0,1.0,1.0,1.0
1875,1,1,0,0,1,1,1,0,1,0,5,0,3,1,1,0,0.6316521739130434,1.0,1.0,1.0,1.0
1876,0,2,0,0,1,0,0,0,0,2,4,0,2,1,1,0,0.9659130434782609,1.0,1.0,1.0,1.0
1877,3,3,0,0,0,1,1,1,1,2,5,1,2,1,1,1,0.6469565217391304,1.0,1.0,1.0,1.0
1878,0,2,0,0,1,0,0,0,0,0,6,0,3,1,1,0,0.9615652173913043,1.0,1.0,1.0,1.0
1879,1,2,0,1,0,0,1,1,1,2,5,1,2,1,1,0,0.9861739130434782,1.0,1.0,1.0,0.3777953865117098
1880,0,2,0,1,1,1,1,0,0,2,4,0,2,1,1,0,0.9529565217391305,1.0,1.0,1.0,1.0
1881,1,2,0,1,0,0,1,1,1,0,4,1,3,1,1,0,0.7855652173913044,1.0,1.0,1.0,1.0
1882,0,3,0,0,1,0,1,1,0,1,6,1,2,1,1,0,0.8699130434782608,1.0,1.0,1.0,1.0
1883,2,0,0,0,0,1,1,0,0,0,3,1,2,1,1,0,0.5381739130434782,1.0,1.0,1.0,1.0
1884,1,1,0,1,1,0,0,1,0,1,5,0,3,1,1,0,0.6316521739130434,1.0,1.0,1.0,1.0
1885,1,1,0,0,0,0,1,0,1,2,4,1,4,1,1,0,0.6154782608695653,1.0,1.0,1.0,1.0
1886,1,2,0,0,0,1,1,1,0,0,2,0,4,1,1,0,0.7537391304347826,1.0,1.0,1.0,1.0
1887,1,1,0,1,1,0,1,0,1,1,3,0,3,1,1,0,0.6316521739130434,1.0,1.0,1.0,1.0
1888,1,2,0,0,0,0,0,1,1,2,2,1,3,1,1,0,0.7647826086956522,1.0,1.0,1.0,1.0
1889,2,3,0,1,0,1,1,1,0,0,0,0,2,1,1,0,0.45034782608695645,1.0,1.0,0.11,1.0
1890,2,0,0,0,1,0,0,1,1,2,5,1,2,1,1,0,0.5430434782608695,1.0,1.0,1.0,1.0
1891,1,2,0,0,1,0,0,1,0,0,5,0,2,1,1,0,0.7789565217391304,1.0,1.0,1.0,1.0
1892,2,2,0,0,0,0,0,0,1,1,4,1,3,1,1,0,0.7307826086956521,1.0,1.0,1.0,1.0
1893,2,3,0,1,1,0,1,0,1,0,1,0,2,1,1,0,0.45034782608695645,1.0,1.0,0.11,1.0
1894,3,0,0,0,1,1,1,1,0,1,2,1,3,1,1,2,0.7027826086956521,1.0,1.0,1.0,0.5228708133971292
1895,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0.9914782608695653,1.0,1.0,1.0,1.0
1896,1,3,0,0,1,1,0,0,0,2,5,0,2,1,1,0,0.6325217391304347,1.0,1.0,1.0,1.0
1897,2,0,0,1,1,1,1,0,1,2,2,0,4,1,1,0,0.7063478260869565,1.0,1.0,1.0,1.0
1898,2,2,0,0,1,1,1,1,0,0,1,1,4,1,1,0,0.7290434782608696,1.0,1.0,1.0,1.0
1899,0,2,0,1,1,1,0,0,1,1,6,0,2,1,1,0,0.9634782608695652,1.0,1.0,1.0,1.0
1900,1,2,0,0,0,1,0,0,1,2,3,0,2,1,1,0,0.7778260869565217,1.0,1.0,1.0,1.0
1901,1,1,0,1,0,0,0,0,0,1,6,1,4,1,1,0,0.5873043478260869,1.0,1.0,1.0,1.0
1902,0,0,0,0,1,1,1,1,0,2,2,1,4,1,1,0,0.9990434782608696,1.0,1.0,1.0,1.0
1903,0,3,0,0,1,0,1,1,1,2,2,0,2,1,1,0,0.8699130434782608,1.0,1.0,1.0,1.0
1904,3,2,0,1,1,1,1,1,0,2,6,1,3,1,1,0,0.9278260869565217,1.0,1.0,1.0,0.29561494851324777
1905,0,2,0,1,1,1,1,0,1,1,2,0,3,1,1,0,0.9614782608695652,1.0,1.0,1.0,1.0
1906,3,1,0,0,0,0,1,0,1,2,2,1,3,1,1,1,0.5728695652173912,1.0,1.0,1.0,1.0
1907,3,1,0,0,0,1,0,0,0,1,5,1,3,1,1,0,0.892,1.0,1.0,1.0,1.0
1908,0,1,0,1,0,1,0,1,0,1,0,0,2,1,1,0,0.9655652173913043,1.0,1.0,1.0,1.0
1909,3,2,0,0,1,1,0,1,0,2,0,0,4,1,1,0,0.8717391304347826,1.0,1.0,1.0,1.0
1910,3,1,0,1,0,0,0,0,0,0,1,1,2,1,1,1,0.5705217391304347,1.0,1.0,1.0,1.0
1911,2,0,0,0,1,0,1,0,1,1,5,0,4,1,1,0,0.5467826086956522,1.0,1.0,1.0,1.0
1912,3,3,0,1,1,1,0,1,0,2,0,1,3,1,1,2,0.7099130434782608,1.0,1.0,1.0,0.9311130088243665
1913,3,0,0,1,1,1,0,0,1,0,0,1,2,1,1,2,0.9997391304347826,1.0,1.0,1.0,0.3624880382775119
1914,2,2,0,0,1,0,1,1,1,2,0,0,4,1,1,0,0.7243478260869565,1.0,1.0,1.0,1.0
1915,3,1,0,0,1,0,0,0,1,0,1,1,4,1,1,0,0.9331304347826087,1.0,1.0,1.0,1.0
1916,2,2,0,0,1,0,1,1,1,1,1,1,3,1,1,0,0.7322608695652173,1.0,1.0,1.0,1.0
1917,1,2,0,1,1,0,1,0,0,2,5,0,4,1,1,0,0.7708695652173913,0.0,1.0,1.0,1.0
1918,2,3,0,1,0,0,0,0,0,0,4,0,2,1,1,0,0.45034782608695645,1.0,1.0,0.11,1.0
1919,0,1,0,0,0,0,1,1,0,2,3,0,2,1,1,0,0.9720869565217392,1.0,1.0,1.0,1.0
1920,0,1,0,0,0,0,1,0,0,1,2,0,4,1,1,0,0.9959130434782608,1.0,1.0,1.0,1.0
1921,3,0,0,1,0,1,0,0,1,1,4,0,2,1,1,2,0.812695652173913,1.0,1.0,1.0,0.6179904306220095
1922,3,1,0,0,1,0,1,0,1,0,4,0,3,1,1,2,0.664608695652174,1.0,1.0,1.0,1.0
1923,1,1,0,0,1,0,1,1,0,0,1,0,4,1,1,0,0.6068695652173912,1.0,1.0,1.0,1.0
1924,2,2,0,1,1,0,1,1,1,1,1,0,4,1,1,0,0.6674782608695652,0.02,1.0,1.0,1.0
1925,0,2,0,1,0,1,1,0,1,2,2,1,2,1,1,0,0.9529565217391305,1.0,1.0,1.0,1.0
1926,1,3,0,1,0,0,0,1,0,0,0,1,4,1,1,0,0.5915652173913043,1.0,1.0,1.0,1.0
1927,0,1,0,0,1,0,0,0,1,1,5,1,2,1,1,0,0.965391304347826,1.0,1.0,1.0,1.0
1928,3,3,0,1,1,0,1,0,1,0,2,1,4,1,1,2,0.5363478260869565,1.0,1.0,1.0,1.0
1929,3,2,0,1,0,1,1,1,0,0,4,0,4,1,1,0,0.8711304347826087,0.03,1.0,1.0,1.0
1930,2,2,0,1,1,0,1,1,1,1,2,1,2,1,1,0,0.7654782608695652,1.0,1.0,1.0,1.0
1931,2,2,0,0,0,0,1,0,1,1,6,0,3,1,1,0,0.7307826086956521,1.0,1.0,1.0,1.0
1932,3,2,0,1,1,0,0,0,0,0,4,1,2,1,1,2,0.8027826086956522,1.0,1.0,1.0,1.0
1933,3,0,0,0,1,1,0,1,1,0,4,0,2,1,1,0,0.9860869565217392,1.0,1.0,1.0,0.5280964135327428
1934,1,2,0,0,0,0,1,0,0,1,3,1,2,1,1,0,0.7813043478260869,1.0,1.0,1.0,1.0
1935,1,2,0,0,0,0,1,1,1,0,2,1,2,1,1,0,0.7725217391304348,1.0,1.0,1.0,1.0
1936,3,0,0,1,1,1,1,0,0,0,4,0,4,1,1,2,0.9766086956521739,0.03,1.0,1.0,0.372822966507177
1937,1,3,0,1,0,0,0,1,1,0,2,1,4,1,1,0,0.6132173913043478,1.0,1.0,1.0,1.0
1938,1,0,0,0,1,0,1,1,0,2,3,0,3,1,1,0,0.6436521739130434,1.0,1.0,1.0,1.0
1939,1,2,0,1,0,0,1,0,0,0,2,1,2,1,1,0,0.7766086956521738,1.0,1.0,1.0,1.0
1940,0,3,0,1,0,0,0,1,0,2,4,0,3,1,1,0,0.884,1.0,1.0,1.0,1.0
1941,3,1,0,0,0,0,0,0,1,0,3,0,3,1,1,1,0.5718260869565217,1.0,1.0,1.0,1.0
1942,0,1,0,0,0,1,1,0,0,1,3,0,3,1,1,0,0.9914782608695653,1.0,1.0,1.0,1.0
1943,3,1,0,0,1,0,1,0,1,2,1,0,4,1,1,0,0.9421739130434783,1.0,1.0,1.0,1.0
1944,0,3,0,0,1,0,1,1,0,2,4,1,4,1,1,0,0.884,1.0,1.0,1.0,1.0
1945,0,0,0,1,1,1,0,0,1,0,1,1,3,1,1,0,0.9387826086956521,1.0,1.0,1.0,0.720124562086415
1946,3,1,0,1,1,1,0,1,0,0,2,0,3,1,1,2,0.5779130434782609,1.0,1.0,1.0,1.0
1947,1,1,0,0,1,0,1,1,0,2,2,1,4,1,1,0,0.5679130434782609,1.0,1.0,1.0,1.0
1948,2,0,0,1,0,1,1,1,0,0,2,1,2,1,1,0,0.5945217391304347,1.0,1.0,1.0,1.0
1949,1,1,0,0,1,1,0,1,1,0,5,0,4,1,1,0,0.6068695652173912,1.0,1.0,1.0,1.0
1950,3,2,0,0,0,1,1,0,1,1,6,1,2,1,1,0,0.9013043478260869,1.0,1.0,1.0,0.36538239037371284
1951,0,1,0,0,1,0,0,1,1,0,1,1,4,1,1,0,0.9959130434782608,1.0,1.0,1.0,1.0
1952,0,2,0,1,0,1,1,1,0,1,4,1,3,1,1,0,0.959391304347826,1.0,1.0,1.0,1.0
1953,0,2,0,1,0,1,0,1,1,2,2,0,3,1,1,0,0.9618260869565217,1.0,1.0,1.0,1.0
1954,2,0,0,1,1,0,0,1,1,2,0,0,3,1,1,0,0.5610434782608695,1.0,1.0,1.0,1.0
1955,0,1,0,1,0,0,1,1,1,2,0,0,3,1,1,0,0.9661739130434782,1.0,1.0,1.0,1.0
1956,2,0,0,0,0,1,0,0,1,2,3,0,3,1,1,0,0.536,1.0,1.0,1.0,1.0
1957,0,1,0,1,0,1,0,1,1,0,1,0,2,1,1,0,0.9638260869565217,1.0,1.0,1.0,1.0
1958,3,1,0,1,0,0,0,0,1,1,6,0,3,1,1,2,0.6775652173913043,1.0,1.0,1.0,1.0
1959,2,0,0,0,0,0,1,0,1,2,5,0,2,1,1,0,0.5313043478260868,1.0,1.0,1.0,1.0
1960,1,0,0,0,1,1,0,1,1,1,1,0,2,1,1,0,0.693391304347826,1.0,1.0,1.0,1.0
1961,3,0,0,1,0,1,0,0,0,1,5,0,4,1,1,0,0.947391304347826,1.0,1.0,1.0,1.0
1962,0,1,0,1,0,0,0,1,1,2,3,1,2,1,1,0,0.9639130434782609,1.0,1.0,1.0,1.0
1963,2,0,0,0,1,1,0,0,0,2,3,1,4,1,1,0,0.7801739130434782,1.0,1.0,1.0,1.0
1964,2,1,0,0,0,1,0,1,1,0,5,1,4,1,1,0,0.7166086956521739,1.0,1.0,1.0,1.0
1965,2,1,0,0,0,1,0,0,0,2,6,1,2,1,1,0,0.6302608695652173,1.0,1.0,1.0,1.0
1966,2,1,0,1,0,1,1,0,0,2,0,0,2,1,1,0,0.6380869565217391,1.0,1.0,1.0,1.0
1967,3,1,0,1,0,0,0,1,1,1,1,0,2,1,1,2,0.7988695652173913,1.0,1.0,1.0,1.0
1968,1,2,0,1,0,0,0,0,1,0,3,1,4,1,1,0,0.7697391304347826,1.0,1.0,1.0,1.0
1969,0,3,0,1,0,0,1,1,1,1,0,1,3,1,1,0,0.8830434782608696,0.02,1.0,1.0,1.0
1970,3,1,0,0,1,1,1,0,1,0,5,0,4,1,1,2,0.6510434782608696,1.0,1.0,1.0,1.0
1971,0,1,0,0,1,0,0,0,1,1,3,0,3,1,1,0,0.9914782608695653,1.0,1.0,1.0,1.0
1972,1,2,0,1,0,1,1,1,0,0,5,1,4,1,1,0,0.7696521739130434,-0.02,1.0,1.0,1.0
1973,1,2,0,0,1,1,1,1,0,0,5,0,3,1,1,0,0.7994782608695652,1.0,1.0,1.0,1.0
1974,3,3,0,1,1,1,1,1,0,1,6,1,4,1,1,2,0.8230434782608695,1.0,1.0,1.0,0.6014802163393111
1975,1,1,0,0,1,1,0,0,1,1,5,0,2,1,1,0,0.714,1.0,1.0,1.0,1.0
1976,0,2,0,0,1,0,0,0,0,1,0,1,3,1,1,0,0.9627826086956521,1.0,1.0,1.0,1.0
1977,1,1,0,1,1,1,0,0,1,1,4,1,4,1,1,0,0.593391304347826,1.0,1.0,1.0,1.0
1978,3,0,0,1,0,0,1,0,1,0,2,1,2,1,1,1,0.6193913043478261,1.0,1.0,1.0,1.0
1979,2,1,0,0,1,0,0,1,0,2,4,1,2,1,1,0,0.6190434782608696,1.0,1.0,1.0,1.0
1980,1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.414695652173913,1.0,1.0,1.0,1.0
1981,0,3,0,1,1,0,0,0,1,1,6,1,4,1,1,0,0.884,1.0,1.0,1.0,1.0
1982,0,2,0,0,1,0,1,1,0,0,5,0,3,1,1,0,0.9618260869565217,1.0,1.0,1.0,1.0
1983,1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.7170434782608694,0.33,1.0,1.0,1.0
1984,1,3,0,1,1,0,1,0,1,0,3,0,2,1,1,0,0.6301739130434783,1.0,1.0,1.0,1.0
1985,2,2,0,0,1,1,0,1,1,1,6,0,3,1,1,0,0.7307826086956521,1.0,1.0,1.0,1.0
1986,0,0,0,0,0,1,0,1,0,1,5,0,4,1,1,0,0.9990434782608696,1.0,1.0,1.0,1.0
1987,1,3,0,1,0,1,1,0,1,1,4,1,2,1,1,0,0.6122608695652174,1.0,1.0,1.0,1.0
1988,2,1,0,1,1,1,0,1,1,2,3,0,2,1,1,0,0.6191304347826087,1.0,1.0,1.0,1.0
1989,3,1,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0.43565217391304345,1.0,1.0,1.0,1.0
1990,0,2,0,1,1,0,0,0,0,2,4,0,2,1,1,0,0.9635652173913043,1.0,1.0,1.0,1.0
1991,0,1,0,0,0,0,0,1,0,1,1,0,4,1,1,0,0.9959130434782608,1.0,1.0,1.0,1.0
1992,3,1,0,0,1,1,0,1,1,1,3,0,3,1,1,2,0.6714782608695652,1.0,1.0,1.0,1.0
1993,2,3,0,1,1,1,1,0,1,1,2,1,4,1,1,0,0.45034782608695645,0.06,1.0,0.24,1.0
1994,1,2,0,0,0,0,1,1,0,2,6,1,3,1,1,0,0.7765217391304348,1.0,1.0,1.0,1.0
1995,3,3,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0.9890434782608696,1.0,1.0,1.0,1.0
1996,1,3,0,0,1,0,0,0,0,0,3,1,3,1,1,0,0.6556521739130434,1.0,1.0,1.0,1.0
1997,3,1,0,0,1,0,0,0,1,0,4,1,3,1,1,0,0.8868695652173912,1.0,1.0,1.0,1.0
1998,2,1,0,0,1,0,1,0,1,0,2,1,3,1,1,0,0.5860869565217391,1.0,1.0,1.0,1.0
1999,1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.6150434782608696,0.48,1.0,1.0,1.0
2000,0,1,0,1,0,1,0,0,1,2,4,0,4,1,1,0,0.9955652173913043,1.0,1.0,1.0,1.0
2001,0,2,0,1,1,1,1,1,0,2,3,1,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,1.0
2002,0,0,0,1,0,0,1,0,1,2,5,0,4,1,1,0,0.9829565217391304,0.05,1.0,1.0,1.0
2003,3,1,0,1,0,0,1,0,1,0,3,0,2,1,1,0,0.8927826086956522,1.0,1.0,1.0,1.0
2004,3,2,0,1,0,1,0,0,1,0,6,1,2,1,1,1,0.9075652173913044,1.0,1.0,1.0,0.3285945654129926
2005,1,2,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0.7721739130434783,1.0,1.0,1.0,1.0
2006,1,0,0,1,0,1,1,1,1,0,3,0,4,1,1,0,0.40800000000000003,-0.26,1.0,1.0,1.0
2007,2,2,0,1,0,1,1,0,0,2,2,0,2,1,1,0,0.7636521739130435,1.0,1.0,1.0,1.0
2008,2,2,0,0,0,0,0,0,1,2,6,0,2,1,1,0,0.7629565217391304,1.0,1.0,1.0,1.0
2009,1,0,0,0,0,1,0,0,0,2,5,0,2,1,1,0,0.693391304347826,1.0,1.0,1.0,1.0
2010,0,3,0,0,1,1,0,1,1,2,4,1,4,1,1,0,0.884,1.0,1.0,1.0,1.0
2011,1,0,0,0,1,0,0,1,0,2,0,1,4,1,1,0,0.5918260869565217,1.0,1.0,1.0,1.0
2012,0,0,0,1,1,1,1,1,1,0,0,0,3,1,1,0,0.9851304347826086,1.0,1.0,1.0,1.0
2013,1,0,0,0,1,0,1,0,0,0,5,0,4,1,1,0,0.6333043478260869,1.0,1.0,1.0,1.0
2014,2,1,0,1,0,0,0,1,1,0,6,1,2,1,1,0,0.6411304347826087,1.0,1.0,1.0,1.0
2015,0,3,0,1,0,1,0,1,0,2,6,0,2,1,1,0,0.8726956521739131,1.0,1.0,1.0,1.0
2016,2,3,0,1,0,1,1,0,1,1,5,1,3,1,1,0,0.45034782608695645,1.0,1.0,0.16,1.0
2017,2,2,0,1,0,0,0,1,0,0,5,0,2,1,1,0,0.7629565217391304,1.0,1.0,1.0,1.0
2018,2,3,0,1,1,1,0,0,1,2,3,1,2,1,1,0,0.45034782608695645,1.0,1.0,0.2,1.0
2019,1,1,0,1,1,1,1,0,0,0,6,0,2,1,1,0,0.714,1.0,1.0,1.0,1.0
2020,1,2,0,1,1,0,0,0,1,0,1,1,3,1,1,0,0.7700869565217391,1.0,1.0,1.0,1.0
2021,2,2,0,1,0,1,1,1,0,1,5,0,3,1,1,0,0.6303478260869565,0.02,1.0,1.0,1.0
2022,1,1,0,1,0,0,1,1,0,0,0,0,4,1,1,0,0.6068695652173912,1.0,1.0,1.0,1.0
2023,2,1,0,0,0,0,0,1,1,1,6,0,3,1,1,0,0.5814782608695652,1.0,1.0,1.0,1.0
2024,2,2,0,0,1,1,0,1,1,1,2,0,2,1,1,0,0.767391304347826,1.0,1.0,1.0,1.0
2025,1,0,0,0,1,1,0,1,0,1,3,1,3,1,1,0,0.7094782608695651,1.0,1.0,1.0,1.0
2026,0,3,0,1,1,1,0,1,0,2,4,1,3,1,1,0,0.884,1.0,1.0,1.0,1.0
2027,3,1,0,1,1,0,1,1,0,0,2,0,2,1,1,1,0.55,0.15,1.0,1.0,1.0
2028,0,2,0,1,1,0,0,1,0,0,5,1,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,1.0
2029,2,3,0,0,1,0,1,0,1,1,1,1,4,1,1,0,0.45034782608695645,1.0,1.0,0.24,1.0
2030,2,0,0,1,0,0,0,0,0,1,5,0,2,1,1,0,0.5314782608695652,1.0,1.0,1.0,1.0
2031,3,2,0,0,1,1,1,0,1,0,5,0,4,1,1,1,0.30599999999999994,1.0,1.0,1.0,1.0
2032,0,3,0,0,1,1,0,1,1,2,0,0,2,1,1,0,0.8747826086956522,1.0,1.0,1.0,1.0
2033,3,2,0,1,1,0,1,0,0,0,3,0,4,1,1,0,0.8720869565217391,0.05,1.0,1.0,1.0
2034,0,3,0,0,0,0,1,1,1,2,3,1,3,1,1,0,0.884,1.0,1.0,1.0,1.0
2035,3,2,0,1,1,0,0,1,1,2,6,0,3,1,1,2,0.6671304347826087,1.0,1.0,1.0,1.0
2036,0,2,0,0,0,0,1,0,0,1,2,0,4,1,1,0,0.9309565217391305,1.0,1.0,1.0,1.0
2037,0,3,0,0,1,1,0,0,1,1,1,1,4,1,1,0,0.884,1.0,1.0,1.0,1.0
2038,3,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0.9281739130434783,1.0,1.0,1.0,1.0
2039,0,0,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0.9432173913043478,1.0,1.0,1.0,1.0
2040,0,2,0,1,1,0,0,0,1,1,2,0,4,1,1,0,0.9309565217391305,1.0,1.0,1.0,1.0
2041,1,3,0,0,1,1,1,0,1,1,1,0,2,1,1,0,0.6522608695652174,1.0,1.0,1.0,1.0
2042,1,3,0,1,0,1,1,0,0,2,1,0,2,1,1,0,0.6072173913043478,1.0,1.0,1.0,1.0
2043,3,3,0,1,1,0,1,1,1,2,0,0,4,1,1,0,0.9236521739130434,1.0,1.0,1.0,1.0
2044,3,1,0,0,0,1,0,0,0,1,4,1,3,1,1,2,0.6699130434782609,1.0,1.0,1.0,1.0
2045,3,1,0,0,1,0,1,0,0,0,2,1,3,1,1,2,0.6680869565217391,1.0,1.0,1.0,1.0
2046,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0.9626086956521739,1.0,1.0,1.0,1.0
2047,2,3,0,1,1,1,0,0,1,0,6,0,3,1,1,0,0.45034782608695645,1.0,1.0,0.18,1.0
2048,3,2,0,0,0,1,0,0,0,2,0,1,4,1,1,2,0.6386956521739131,1.0,1.0,1.0,1.0
2049,1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0.6316521739130434,1.0,1.0,1.0,1.0
2050,3,2,0,1,0,0,1,0,0,2,6,0,2,1,1,0,0.872,1.0,1.0,1.0,0.6966331135022562
2051,2,3,0,0,0,0,0,1,1,0,2,1,4,1,1,0,0.45034782608695645,1.0,1.0,0.25,1.0
2052,0,1,0,1,1,0,0,0,0,2,4,1,4,1,1,0,0.9951304347826087,1.0,1.0,1.0,1.0
2053,0,2,0,1,1,1,1,0,0,2,0,1,2,1,1,0,0.9499130434782609,1.0,1.0,1.0,1.0
2054,1,3,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0.6740869565217391,1.0,1.0,1.0,1.0
2055,0,3,0,0,0,1,1,0,1,1,0,1,2,1,1,0,0.8741739130434782,1.0,1.0,1.0,1.0
2056,0,0,0,0,0,1,1,1,1,1,5,0,3,1,1,0,0.9851304347826086,1.0,1.0,1.0,1.0
2057,0,2,0,0,1,0,0,0,0,1,0,1,3,1,1,0,0.9626086956521739,1.0,1.0,1.0,1.0
2058,1,1,0,1,1,1,0,0,1,1,4,1,4,1,1,0,0.6025217391304347,1.0,1.0,1.0,1.0
2059,2,3,0,0,0,1,1,1,0,2,3,0,4,1,1,0,0.45034782608695645,1.0,1.0,0.25,1.0
2060,3,0,0,1,0,0,1,0,1,0,2,1,2,1,1,1,0.6207826086956522,1.0,1.0,1.0,1.0
2061,2,1,0,0,1,0,0,1,0,2,4,1,2,1,1,0,0.6449565217391304,1.0,1.0,1.0,1.0
2062,0,3,0,1,1,0,0,0,1,1,6,1,4,1,1,0,0.8839130434782608,1.0,1.0,1.0,1.0
2063,0,2,0,0,1,0,1,1,0,0,5,0,3,1,1,0,0.9618260869565217,1.0,1.0,1.0,1.0
2064,1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.7343478260869565,0.7,1.0,1.0,1.0
2065,1,3,0,1,1,0,1,0,1,0,3,0,2,1,1,0,0.6035652173913043,1.0,1.0,1.0,1.0
2066,2,2,0,0,1,1,0,1,1,1,6,0,3,1,1,0,0.7307826086956521,1.0,1.0,1.0,1.0
2067,0,0,0,0,0,1,0,1,0,1,5,0,4,1,1,0,0.9990434782608696,1.0,1.0,1.0,1.0
2068,1,3,0,1,0,1,1,0,1,1,4,1,2,1,1,0,0.6150434782608696,1.0,1.0,1.0,1.0
2069,2,1,0,1,1,1,0,1,1,2,3,0,2,1,1,0,0.6339130434782608,1.0,1.0,1.0,1.0
2070,3,1,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0.39782608695652166,1.0,1.0,1.0,1.0
2071,0,2,0,1,1,0,0,0,0,2,4,0,2,1,1,0,0.9618260869565217,1.0,1.0,1.0,1.0
2072,0,1,0,0,0,0,0,1,0,1,1,0,4,1,1,0,0.9959130434782608,1.0,1.0,1.0,1.0
2073,3,1,0,0,1,1,0,1,1,1,3,0,3,1,1,2,0.6712173913043478,1.0,1.0,1.0,1.0
2074,2,3,0,1,1,1,1,0,1,1,2,1,4,1,1,0,0.45034782608695645,0.03,1.0,0.26,1.0
2075,1,2,0,0,0,0,1,1,0,2,6,1,3,1,1,0,0.7916521739130434,1.0,1.0,1.0,1.0
2076,3,3,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0.9013913043478261,1.0,1.0,1.0,1.0
2077,1,3,0,0,1,0,0,0,0,0,3,1,3,1,1,0,0.6508695652173913,1.0,1.0,1.0,1.0
2078,3,1,0,0,1,0,0,0,1,0,4,1,3,1,1,0,0.8836521739130435,1.0,1.0,1.0,1.0
2079,2,1,0,0,1,0,1,0,1,0,2,1,3,1,1,0,0.5935652173913044,1.0,1.0,1.0,1.0
2080,1,3,0,0,1,0,1,1,0,1,3,1,4,1,1,0,0.6211304347826088,1.0,1.0,1.0,1.0
2081,1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.7437391304347826,0.15,1.0,1.0,1.0
2082,0,1,0,1,0,1,0,0,1,2,4,0,4,1,1,0,0.9959130434782608,1.0,1.0,1.0,1.0
2083,0,0,0,1,0,0,1,0,1,2,5,0,4,1,1,0,0.9830434782608696,-0.0,1.0,1.0,1.0
2084,3,1,0,1,0,0,1,0,1,0,3,0,2,1,1,0,0.8875652173913043,1.0,1.0,1.0,1.0
2085,3,2,0,1,0,1,0,0,1,0,6,1,2,1,1,1,0.8990434782608696,1.0,1.0,1.0,0.33759222602123445
